Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales,Critic_Score,User_Score,Developer
Tony Hawk's Pro Skater 3,2001,Sports,Activision,2.66,1.29,0.01,4.41,97,7.5,Neversoft Entertainment
Winning Eleven: Pro Evolution Soccer 2007,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,4.39,86,8.9,Konami
The Elder Scrolls IV: Oblivion,2006,Role-Playing,Take-Two Interactive,2.82,1.03,0.13,4.38,94,8.7,Bethesda Softworks
Zelda II: The Adventure of Link,1987,Adventure,Nintendo,2.19,0.5,1.61,4.38,,,
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,2.03,1.79,0.08,4.37,82,9.1,EA Canada
Michael Jackson: The Experience,2010,Misc,Ubisoft,2.64,1.33,0.01,4.36,56,8.3,"Ubisoft Paris, Ubisoft Montpellier"
Call of Duty: Advanced Warfare,2014,Shooter,Activision,1.56,1.93,0.19,4.36,,4.8,High Moon Studios
Resistance: Fall of Man,2006,Shooter,Sony Computer Entertainment,1.74,1.72,0.14,4.34,86,8.1,Insomniac Games
Sonic the Hedgehog,1991,Platform,Sega,3.03,0.91,0.26,4.34,,,
Kingdom Hearts II,2005,Role-Playing,Square Enix,2.2,0.58,1.38,4.33,87,9,Square Enix
The Legend of Zelda: Ocarina of Time,2011,Action,Nintendo,2.09,1.31,0.62,4.33,,,
Super Mario 3D World,2013,Platform,Nintendo,2.11,1.16,0.73,4.32,93,9,Nintendo
Minecraft,2014,Misc,Sony Computer Entertainment Europe,1.48,2.02,0.14,4.32,,,
Asteroids,1980,Shooter,Atari,4,0.26,0,4.31,,,
Call of Duty: Advanced Warfare,2014,Shooter,Activision,2.77,1.11,0,4.29,,4.9,High Moon Studios
FIFA 15,2014,Sports,Electronic Arts,0.58,3.02,0.04,4.28,,4.5,EA Sports
Fable II,2008,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,4.27,89,6.5,Lionhead Studios
Namco Museum,2001,Misc,Namco Bandai Games,3,1.11,0.05,4.24,79,7.3,Mass Media
Batman: Arkham Asylum,2009,Action,Eidos Interactive,2.24,1.31,0.07,4.23,91,8.9,Rocksteady Studios
Metal Gear Solid 3: Snake Eater,2004,Action,Konami Digital Entertainment,1.46,0,0.83,4.23,91,9.3,KCEJ
Assassin's Creed: Revelations,2011,Action,Ubisoft,1.41,2.01,0.1,4.22,80,7.5,Ubisoft Montreal
Fallout 4,2015,Role-Playing,Bethesda Softworks,2.51,1.32,0.01,4.22,88,6.2,Bethesda Game Studios
FIFA 14,2013,Sports,Electronic Arts,0.92,2.89,0.01,4.22,84,4.2,EA Canada
Daxter,2006,Platform,Sony Computer Entertainment,2.45,1.01,0,4.21,85,8.7,Ready at Dawn
Warcraft II: Tides of Darkness,1995,Strategy,Activision,1.7,2.27,0,4.21,,,
FIFA Soccer 06,2005,Sports,Electronic Arts,0.78,2.55,0.04,4.21,80,7.8,EA Canada
EyeToy Play,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,4.2,80,7.5,"SCEE, Zoe Mode"
Gran Turismo 5 Prologue,2007,Racing,Sony Computer Entertainment,1.28,1.82,0.57,4.19,80,7.1,Polyphony Digital
Assassin's Creed: Revelations,2011,Action,Ubisoft,2.25,1.47,0.04,4.19,80,7.2,Ubisoft Montreal
FIFA 12,2011,Sports,Electronic Arts,0.84,2.78,0.02,4.18,,,
Teenage Mutant Ninja Turtles,1989,Action,Palcom,3.38,0.44,0.31,4.17,,,
Street Fighter IV,2009,Fighting,Capcom,2.03,1.04,0.58,4.16,94,7.3,Capcom
Excitebike,1984,Racing,Nintendo,2.04,0.48,1.57,4.16,,,
Frogger,1997,Action,Hasbro Interactive,3.79,0.27,0,4.16,,,
Madden NFL 2003,2002,Sports,Electronic Arts,3.36,0.21,0.01,4.14,95,7.7,EA Sports
Half-Life,1997,Shooter,Vivendi Games,4.03,0,0.09,4.12,96,9.1,Valve Software
Super Mario World 2: Yoshi's Island,1995,Platform,Nintendo,1.65,0.61,1.76,4.12,,,
FIFA Soccer 07,2006,Sports,Electronic Arts,0.71,2.48,0.03,4.11,,,
Street Fighter II Turbo,1992,Fighting,Capcom,1.42,0.51,2.1,4.1,,,
World of Warcraft: The Burning Crusade,2007,Role-Playing,Activision,2.57,1.52,0,4.09,91,7.9,Blizzard Entertainment
Battlefield 1,2016,Shooter,Electronic Arts,1.1,2.15,0.21,4.08,88,8.4,EA DICE
God of War II,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,4.07,93,8.9,SCE Santa Monica
World Soccer Winning Eleven 9,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,4.06,,8.2,Konami
Fallout: New Vegas,2010,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,4.05,84,8.1,Obsidian Entertainment
Forza Motorsport 2,2007,Racing,Microsoft Game Studios,2.35,1.27,0.03,4.05,90,8.3,Turn 10
Carnival Games,2007,Misc,Take-Two Interactive,2.12,1.47,0.05,4.05,56,6,Cat Daddy Games
Watch Dogs,2014,Action,Ubisoft,1.4,1.9,0.11,4.05,80,6.3,Ubisoft Montreal
Namco Museum Vol.3,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,4.05,,,
Tekken Tag Tournament,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,4.05,85,8.5,Namco
Far Cry 4,2014,Shooter,Ubisoft,1.13,2.18,0.1,4.04,85,7.7,Ubisoft Montreal
Star Fox 64,1997,Shooter,Nintendo,2.78,0.58,0.64,4.03,,,
Golf,1984,Sports,Nintendo,1.22,0.28,2.46,4.01,,,
Namco Museum: 50th Anniversary,2005,Misc,Namco Bandai Games,2.08,1.35,0,3.98,61,,Digital Eclipse
Left 4 Dead 2,2009,Shooter,Electronic Arts,2.67,0.87,0.05,3.97,89,8.6,Valve Software
The Witcher 3: Wild Hunt,2015,Role-Playing,Namco Bandai Games,1.02,2.13,0.23,3.97,92,9.2,CD Projekt Red Studio
Assassin's Creed: Unity,2014,Action,Ubisoft,1.19,2.07,0.08,3.96,70,4.9,"Ubisoft, Ubisoft Montreal"
Batman: Arkham Knight,2015,Action,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,3.95,87,7.6,Rocksteady Studios
The Legend of Zelda: Skyward Sword,2011,Action,Nintendo,2.03,1.16,0.37,3.95,93,8,Nintendo
Fallout 3,2008,Role-Playing,Bethesda Softworks,2.15,1.13,0.07,3.94,90,8,Bethesda Game Studios
Professor Layton and the Diabolical Box,2007,Puzzle,Nintendo,0.9,1.76,0.92,3.94,84,8.8,Level 5
Donkey Kong Land,1994,Platform,Nintendo,1.97,0.76,1.07,3.91,,,
EA Sports Active,2009,Sports,Electronic Arts,2.09,1.35,0.06,3.9,81,8.7,EA Canada
Tony Hawk's Underground,2003,Sports,Activision,2.29,1.17,0.01,3.9,90,8.7,Neversoft Entertainment
Monster Hunter 4 Ultimate,2014,Role-Playing,Nintendo,0.68,0.48,2.62,3.89,86,8.7,Capcom
The Elder Scrolls V: Skyrim,2011,Role-Playing,Bethesda Softworks,1.16,2.12,0,3.88,94,8.1,Bethesda Game Studios
NBA 2K16,2015,Sports,Take-Two Interactive,2.49,0.66,0.03,3.88,87,6.7,Visual Concepts
Tekken 5,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,3.87,88,8.6,Namco
Dragon Warrior III,1988,Role-Playing,Enix Corporation,0.1,0,3.77,3.87,,,
MotorStorm,2006,Racing,Sony Computer Entertainment,1.53,1.6,0.06,3.87,84,7.4,Evolution Studios
Nintendogs + cats,2011,Simulation,Nintendo,1.44,1.41,0.73,3.85,,,
World Soccer Winning Eleven 8 International,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,3.85,91,9.1,KCET
Sports Champions,2010,Sports,Sony Computer Entertainment,2.13,1.12,0.1,3.84,76,7.9,"SCEA, Zindagi Games"
Namco Museum Vol.1,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,3.84,,,
The Legend of Zelda: Link's Awakening,1992,Action,Nintendo,2.21,0.96,0.54,3.83,,,
Call of Duty: Ghosts,2013,Shooter,Activision,1.78,1.43,0.05,3.83,78,3.7,Infinity Ward
Flash Focus: Vision Training in Minutes a Day,2007,Misc,Nintendo,0.86,1.56,1.05,3.83,59,4,"Nintendo, Namco Bandai Games"
Tom Clancy's The Division,2016,Shooter,Ubisoft,1.35,1.7,0.15,3.8,80,7,Massive Entertainment
Big Brain Academy: Wii Degree,2007,Misc,Nintendo,1.05,1.91,0.41,3.79,68,6.9,Nintendo
Resident Evil Director's Cut,1996,Action,Virgin Interactive,1.82,1.24,0.47,3.77,,,
Mario & Luigi: Bowser's Inside Story,2009,Role-Playing,Nintendo,2.23,0.47,0.81,3.77,,,
LEGO Indiana Jones: The Original Adventures,2008,Action,Activision,2.4,1.01,0,3.76,77,7.5,Traveller's Tales
The Sims: Unleashed,2002,Simulation,Electronic Arts,2.03,1.56,0,3.76,79,8,Maxis
Ratchet & Clank: Size Matters,2007,Platform,Sony Computer Entertainment,1.4,1.39,0.1,3.74,,,
Harry Potter and the Sorcerer's Stone,2001,Action,Electronic Arts,1.37,2,0.14,3.73,64,7.5,Argonaut Games
Mario & Sonic at the London 2012 Olympic Games,2011,Sports,Sega,1.12,1.87,0.27,3.72,,,
Resident Evil 3: Nemesis,1999,Action,Eidos Interactive,1.3,0.77,1.54,3.72,,,
Super Paper Mario,2007,Platform,Nintendo,1.95,0.86,0.59,3.71,85,7.9,Intelligent Systems
Spyro: Year of the Dragon,2000,Platform,Sony Computer Entertainment,1.93,1.58,0,3.71,91,8.8,Insomniac Games
Assassin's Creed IV: Black Flag,2013,Action,Ubisoft,1.33,1.68,0.13,3.71,88,8.1,Ubisoft
FIFA Soccer 2005,2004,Sports,Electronic Arts,0.58,2.48,0.04,3.7,81,7.6,EA Canada
Pokémon Trading Card Game,1998,Strategy,Nintendo,1.49,0.73,1.38,3.7,,,
Friend Collection,2009,Misc,Nintendo,0,0,3.67,3.67,,,
Tony Hawk's Pro Skater 4,2002,Sports,Activision,2.13,1.18,0.01,3.67,94,8.5,Neversoft Entertainment
Star Wars Battlefront (2015),2015,Shooter,Electronic Arts,2.04,1.28,0.02,3.66,,,
MySims,2007,Simulation,Electronic Arts,1.58,1.59,0.08,3.66,67,7.3,TOSE
Midnight Club 3: DUB Edition,2005,Racing,Take-Two Interactive,1.65,1.21,0,3.65,74,8.4,Rockstar Leeds
Banjo-Kazooie,1998,Platform,Nintendo,1.87,1.13,0.55,3.65,,,
SOCOM: U.S. Navy SEALs,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,3.65,82,7.9,Zipper Interactive
Jak and Daxter: The Precursor Legacy,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,3.64,90,8.7,Naughty Dog
Pokemon Snap,1999,Simulation,Nintendo,2.23,0.68,0.66,3.63,,,
Pro Evolution Soccer 2008,2007,Sports,Konami Digital Entertainment,0.05,0,0.64,3.63,82,7.9,Konami
Resident Evil 4,2005,Action,Capcom,2.08,0.83,0.46,3.62,96,8.9,Capcom
Guitar Hero: World Tour,2008,Misc,Activision,2.32,0.96,0,3.62,86,7.6,Vicarious Visions
FIFA Soccer 10,2009,Sports,Electronic Arts,0.6,2.45,0.05,3.62,91,7.6,EA Sports
Star Wars: Battlefront,2004,Shooter,LucasArts,1.93,1.22,0.03,3.61,82,8.7,Pandemic Studios
Doom II: Hell on Earth,1994,Shooter,Virgin Interactive,2.05,1.4,0,3.61,,,
The Simpsons: Road Rage,2001,Racing,Electronic Arts,2.02,1.17,0,3.61,64,7.7,Fox Interactive
Luigi's Mansion,2001,Action,Nintendo,2.38,0.67,0.46,3.6,78,8.5,Nintendo
Battlefield 4,2013,Shooter,Electronic Arts,1.35,1.55,0.17,3.59,85,6.9,EA DICE
Star Wars: Battlefront II,2005,Shooter,LucasArts,2.18,1.02,0.03,3.59,84,9,Pandemic Studios
Just Dance 2014,2013,Misc,Ubisoft,1.88,1.39,0,3.59,,6.2,Ubisoft
Cooking Mama 2: Dinner With Friends,2007,Simulation,505 Games,1.6,1.49,0.1,3.58,70,8,Office Create
WWF SmackDown!,2000,Fighting,THQ,2.01,1.35,0.06,3.58,,,
Croc: Legend of the Gobbos,1997,Platform,Fox Interactive,1.57,1.79,0,3.56,,,
Grand Theft Auto: Liberty City Stories,2006,Action,Take-Two Interactive,1.56,1.4,0.07,3.54,78,7.8,Rockstar Leeds
The Getaway,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,3.54,72,6.8,Team Soho
Tomb Raider III: Adventures of Lara Croft,1997,Action,Eidos Interactive,1.66,1.58,0.12,3.54,,,
James Bond 007: Agent Under Fire,2001,Shooter,Electronic Arts,1.9,1.13,0.1,3.53,72,7.9,EA Redwood Shores
LEGO Star Wars: The Video Game,2005,Action,Eidos Interactive,1.98,1.14,0.01,3.53,,,
Rugrats in Paris: The Movie,2000,Action,THQ,1.96,1.33,0,3.52,,,
FIFA Soccer 11,2010,Sports,Electronic Arts,0.71,2.39,0.02,3.52,88,7.5,EA Sports
Spyro 2: Ripto's Rage!,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,3.52,,,
Left 4 Dead,2008,Shooter,Electronic Arts,2.66,0.49,0.05,3.51,89,7.9,Certain Affinity
Donkey Kong Country 3: Dixie Kong's Double Trouble!,1996,Platform,Nintendo,1.17,0.5,1.75,3.51,,,
Assassin's Creed: Unity,2014,Action,Ubisoft,2.27,0.9,0,3.5,72,4.1,"Ubisoft, Ubisoft Montreal"
Kung Fu,1985,Action,Nintendo,1.64,0.38,1.42,3.5,,,
Resident Evil 5,2009,Action,Capcom,2.11,0.93,0.12,3.5,83,7.5,Capcom
Assassin's Creed: Brotherhood,2010,Action,Ubisoft,2.85,0.38,0.03,3.49,89,8.3,Ubisoft Montreal
FIFA Soccer 2004,N/A,Sports,Electronic Arts,0.59,2.36,0.04,3.49,84,6.4,EA Canada
Battlefield 4,2013,Shooter,Electronic Arts,1.3,1.42,0.27,3.49,80,5.8,EA DICE
Batman: Arkham Asylum,2009,Action,Eidos Interactive,2.2,0.95,0.02,3.48,92,8.7,Rocksteady Studios
Battlefield 4,2013,Shooter,Electronic Arts,2.15,1.01,0.02,3.48,79,5.6,EA DICE
Battlefield: Bad Company 2,2010,Shooter,Electronic Arts,2.1,1.01,0.04,3.47,88,8.6,EA DICE
Mario & Sonic at the Olympic Winter Games,2009,Sports,Sega,1.21,1.62,0.27,3.46,,,
Guitar Hero: On Tour,2008,Misc,Activision,2.1,1.01,0.01,3.46,71,8.8,Vicarious Visions
Clubhouse Games,2006,Misc,Nintendo,0.59,1.79,0.73,3.45,83,8.4,Agenda
Monster Hunter 4,2013,Role-Playing,Capcom,0,0,3.44,3.44,,,
Borderlands,2009,Shooter,Take-Two Interactive,2.4,0.71,0.03,3.44,84,8.2,Gearbox Software
Tekken 4,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,3.44,79,8.3,Namco
Final Fantasy III,1994,Role-Playing,SquareSoft,0.86,0,2.55,3.42,,,
Grand Theft Auto 2,1998,Action,Take-Two Interactive,1.13,2.07,0,3.42,70,8,DMA Design
Metal Gear Solid V: The Phantom Pain,2015,Action,Konami Digital Entertainment,1.09,1.36,0.49,3.41,93,8.2,"Kojima Productions, Moby Dick Studio"
Spider-Man 2,2004,Action,Activision,1.75,1.2,0.02,3.41,80,8.9,Treyarch
F-1 Race,1990,Racing,Nintendo,1.73,0.69,0.59,3.41,,,
FIFA Soccer 2003,2002,Sports,Electronic Arts,0.46,2.28,0.05,3.4,88,6.7,EA Canada
LittleBigPlanet 2,2011,Platform,Sony Computer Entertainment,1.83,1.05,0.06,3.39,91,8.4,Media Molecule
Crash Bash,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,3.39,68,8.2,Eurocom Entertainment Software
Assassin's Creed Syndicate,2015,Action,Ubisoft,0.81,1.99,0.07,3.39,76,6.8,Ubisoft Quebec
LEGO Batman: The Videogame,2008,Action,Warner Bros. Interactive Entertainment,2.04,1.02,0,3.38,76,7.9,Traveller's Tales
Destiny,2014,Shooter,Activision,2.14,0.92,0,3.37,75,5.5,"Bungie Software, Bungie"
WWF War Zone,1998,Fighting,Acclaim Entertainment,2.47,0.76,0,3.36,,,
The Legend of Zelda: Majora's Mask,2000,Action,Nintendo,1.9,0.67,0.73,3.36,,,
Far Cry 3,2012,Shooter,Ubisoft,0.88,1.7,0.1,3.35,90,8.5,Ubisoft Montreal
Rugrats: Search For Reptar,1998,Adventure,THQ,1.63,1.53,0,3.34,,,
English Training: Have Fun Improving Your Skills!,2006,Misc,Nintendo,0,0.99,2.32,3.33,,,
James Bond 007: Nightfire,2002,Shooter,Electronic Arts,1.45,1.29,0.12,3.33,77,8.5,Eurocom Entertainment Software
Ratchet & Clank,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,3.33,,,
Monster Hunter X,2015,Action,Capcom,0.27,0.21,2.79,3.32,,,
Star Wars Episode III: Revenge of the Sith,2005,Action,LucasArts,1.47,1.39,0.03,3.32,60,7.2,Double Helix Games
The Legend of Zelda: Spirit Tracks,2009,Action,Nintendo,1.4,0.91,0.74,3.31,87,7.8,Nintendo
Max Payne,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,3.31,80,8.5,Rockstar Toronto
Assassin's Creed IV: Black Flag,2013,Action,Ubisoft,1.9,1.11,0.01,3.3,86,7.9,Ubisoft
The Lord of the Rings: The Return of the King,2003,Action,Electronic Arts,1.5,1.28,0.05,3.28,85,8.7,EA Games
Yokai Watch 2 Ganso/Honke,2014,Role-Playing,Nintendo,0.09,0,3.18,3.28,,,
Gears of War: Ultimate Edition,2015,Shooter,Microsoft Game Studios,2.61,0.33,0,3.28,82,7.5,"Splash Damage, The Coalition"
True Crime: Streets of LA,2003,Action,Activision,1.89,1.05,0.02,3.27,77,8,"Luxoflux, Inc."
Professor Layton and the Unwound Future,2008,Puzzle,Nintendo,0.6,1.57,0.82,3.26,86,9.2,Level 5
Gran Turismo (PSP),2009,Racing,Sony Computer Entertainment,0.5,1.58,0.31,3.25,,,
FIFA 16,2015,Sports,Electronic Arts,0.89,2.12,0,3.25,84,4.4,EA Sports
Wii Music,2008,Misc,Nintendo,1.35,1.11,0.46,3.25,63,4.6,Nintendo
Tekken,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,3.24,,,
Madden NFL 16,2015,Sports,Electronic Arts,2.34,0.3,0,3.24,83,5.9,EA Sports
Gran Turismo 6,2013,Racing,Sony Computer Entertainment,0.72,1.67,0.4,3.23,81,7.7,Polyphony Digital
Halo: The Master Chief Collection,2014,Shooter,Microsoft Game Studios,1.91,1,0.03,3.23,85,7.2,343 Industries
007: Tomorrow Never Dies,1999,Shooter,Electronic Arts,1.72,1.33,0,3.21,,,
Super Mario Maker,2015,Platform,Nintendo,1.18,0.89,0.94,3.21,88,8.7,Nintendo
WWF SmackDown! 2: Know Your Role,2000,Fighting,THQ,1.76,1.21,0.07,3.2,,,
Baseball,1983,Sports,Nintendo,0.73,0.1,2.35,3.2,,,
Killer Instinct,1995,Fighting,Nintendo,2.26,0.72,0.12,3.2,,,
Dragon Quest VI: Maboroshi no Daichi,1995,Role-Playing,Enix Corporation,0,0,3.19,3.19,,,
God of War: Chains of Olympus,2008,Action,Sony Computer Entertainment,1.48,1,0.04,3.18,91,8.6,Ready at Dawn
Enter the Matrix,2003,Action,Atari,1.78,1.12,0.09,3.18,62,8.1,Shiny Entertainment
Crisis Core: Final Fantasy VII,2007,Role-Playing,Square Enix,1.35,0.59,0.8,3.18,83,8,Square Enix
Dance Central,2010,Misc,MTV Games,2.15,0.76,0.01,3.17,82,7.6,Harmonix Music Systems
L.A. Noire,2011,Adventure,Take-Two Interactive,1.27,1.29,0.12,3.17,89,7.7,Team Bondi
Ace Combat 04: Shattered Skies,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,3.17,89,9.1,Namco
Animal Crossing,2001,Simulation,Nintendo,1.92,0.16,0.99,3.15,87,8.9,Nintendo
FIFA Soccer 08,2007,Sports,Electronic Arts,0.68,0,0,3.14,83,6.5,EA Canada
Club Penguin: Elite Penguin Force,2008,Adventure,Disney Interactive Studios,1.87,0.97,0,3.14,,8,1st Playable Productions
Spider-Man,2000,Action,Activision,1.7,1.25,0.02,3.13,87,9,Neversoft Entertainment
Mario Party 9,2012,Misc,Nintendo,1.06,1.09,0.76,3.13,73,6.8,Nd Cube
Need for Speed III: Hot Pursuit,1998,Racing,Electronic Arts,2.14,0.86,0,3.12,88,,EA Canada
Star Wars Episode I Racer,1999,Racing,Nintendo,2.31,0.62,0.14,3.12,,,
Sonic Rush,2005,Platform,Sega,1.21,1.56,0.06,3.12,82,8.5,"Dimps Corporation, Sonic Team"
Dragon Warrior IV,1990,Role-Playing,Enix Corporation,0.08,0,3.03,3.12,,,
Rhythm Heaven,2008,Misc,Nintendo,0.55,0.5,1.93,3.11,83,9,Nintendo
Fallout: New Vegas,2010,Role-Playing,Bethesda Softworks,1.52,1.03,0.1,3.11,82,7.8,Obsidian Entertainment
Personal Trainer: Cooking,2006,Misc,Nintendo,0.9,1,1.03,3.11,81,7.8,Indies Zero
The Elder Scrolls IV: Oblivion,2007,Role-Playing,Ubisoft,1.69,0.85,0.14,3.1,93,8,4J Studios
The Legend of Zelda: A Link Between Worlds,2013,Action,Nintendo,1.4,1.01,0.46,3.1,91,8.9,Nintendo
Resident Evil 6,2012,Shooter,Capcom,0.88,0.94,0.88,3.1,74,5.4,Capcom
Mass Effect 2,2010,Role-Playing,Electronic Arts,1.99,0.81,0.03,3.1,96,8.9,BioWare
Dragon Ball Z: Budokai,2002,Fighting,Atari,2.17,0.28,0.55,3.09,67,7.9,Dimps Corporation
Madden NFL 2002,2001,Sports,Electronic Arts,2.5,0.16,0.01,3.08,94,7.9,EA Sports
World Class Track Meet,1986,Sports,Namco Bandai Games,1.92,0.45,0.64,3.08,,,
Donkey Kong,1994,Platform,Nintendo,1.57,0.62,0.55,3.07,,,
The Sims: Vacation,2002,Simulation,Electronic Arts,1.72,1.21,0,3.07,75,7.8,Maxis
LEGO Batman: The Videogame,N/A,Action,Warner Bros. Interactive Entertainment,1.8,0.97,0,3.06,74,7.9,Traveller's Tales
Animal Crossing: Happy Home Designer,2015,Simulation,Nintendo,0.51,1.02,1.4,3.05,66,6.9,Nintendo
The Sims 4,2014,Simulation,Electronic Arts,1,1.82,0,3.05,70,3.9,Maxis
Borderlands 2,2012,Shooter,Take-Two Interactive,1.89,0.88,0.04,3.05,89,8.2,Gearbox Software
LEGO Batman: The Videogame,2008,Action,Warner Bros. Interactive Entertainment,1.75,1.01,0,3.05,72,8,TT Fusion
Kung Fu Panda,2008,Action,Activision,1.91,0.84,0,3.04,75,7.4,"Luxoflux, Inc."
Mass Effect 3,2012,Role-Playing,Electronic Arts,1.94,0.84,0.03,3.04,93,5.8,BioWare
Heavy Rain,2010,Adventure,Sony Computer Entertainment,1.29,1.21,0.06,3.03,87,7.7,Quantic Dream
Rayman,1995,Platform,Ubisoft,1.54,1.33,0,3.03,,,
Saints Row 2,2008,Action,THQ,1.94,0.79,0.02,3.03,81,8.1,Volition Inc.
Tom Clancy's Splinter Cell,2002,Action,Ubisoft,1.85,1.04,0,3.02,93,8.5,Ubisoft Montreal
Mike Tyson's Punch-Out!!,1987,Fighting,Nintendo,2.03,0.47,0.45,3.02,,,
WWE SmackDown! Shut Your Mouth,2002,Sports,THQ,1.45,1.13,0.07,3.02,,,
FIFA 14,2013,Sports,Electronic Arts,0.61,1.85,0.11,3.01,87,6.3,EA Canada
Killzone 2,2009,Shooter,Sony Computer Entertainment,1.4,1.06,0.08,3.01,91,8.1,Guerrilla
Far Cry 3,2012,Shooter,Ubisoft,1.38,1.32,0.02,3,91,8.6,Ubisoft Montreal
Epic Mickey,2010,Platform,Disney Interactive Studios,2.04,0.63,0.12,3,73,7,Junction Point
NBA 2K13,2012,Sports,Take-Two Interactive,2.6,0.2,0.01,3,88,7.2,Visual Concepts
Dragon Ball Z: Budokai Tenkaichi 3,2007,Fighting,Atari,1.15,0,0.76,3,73,9.2,"Spike, Namco Bandai Games"
wwe Smackdown vs. Raw 2006,N/A,Fighting,N/A,1.57,1.02,0,3,,,
Star Fox,1993,Shooter,Nintendo,1.61,0.51,0.8,2.99,,,
The Sims: Livin Large,2000,Misc,Electronic Arts,1.67,1.18,0,2.99,82,6.6,Maxis
World Soccer Winning Eleven 6 International,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,2.99,93,9.1,KCET
Devil May Cry,2001,Action,Capcom,1.36,0.86,0.64,2.99,94,8.5,Capcom
Star Wars: The Old Republic,2011,Role-Playing,Electronic Arts,1.58,1.01,0,2.96,85,5.9,"LucasArts, BioWare"
Middle-Earth: Shadow of Mordor,2014,Action,Warner Bros. Interactive Entertainment,1.01,1.43,0.05,2.96,84,8.1,Monolith Productions
Sonic Heroes,2003,Platform,Sega,1.04,1.37,0.06,2.96,64,7.8,Sonic Team
Hitman 2: Silent Assassin,2002,Action,Eidos Interactive,1.36,1.15,0.04,2.96,85,7.8,Io Interactive
Titanfall,2014,Shooter,Electronic Arts,1.84,0.8,0.04,2.95,86,6.4,Respawn Entertainment
Battlefield: Bad Company 2,2010,Shooter,Electronic Arts,1.33,1.1,0.08,2.95,88,8.5,EA DICE
Wave Race 64,1996,Racing,Nintendo,1.98,0.58,0.34,2.94,,,
SOCOM II: U.S. Navy SEALs,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,2.94,87,9,Zipper Interactive
WWE SmackDown! vs. RAW 2006,2005,Fighting,THQ,1.45,1.11,0.04,2.94,,,
Pac-Man Collection,2001,Puzzle,Atari,2.07,0.77,0.05,2.94,79,7.8,Mass Media
Street Fighter IV,2009,Fighting,Capcom,1.82,0.7,0.15,2.94,93,7.3,Capcom
inFAMOUS,2009,Action,Sony Computer Entertainment,1.76,0.68,0.12,2.93,85,8.3,Sucker Punch
Kirby Super Star Ultra,2008,Platform,Nintendo,1.55,0.04,1.19,2.92,76,8.8,HAL Labs
Call of Duty: Ghosts,2013,Shooter,Activision,1.88,0.77,0,2.92,78,4.3,Infinity Ward
FIFA 15,2014,Sports,Electronic Arts,0.79,1.92,0,2.92,,4.2,EA Sports
Super Mario World 2: Yoshi's Island,2002,Platform,Nintendo,1.75,0.45,0.62,2.91,,,
Mass Effect,2007,Role-Playing,Microsoft Game Studios,1.83,0.79,0.03,2.91,91,8.7,BioWare
Sonic Mega Collection Plus,2004,Misc,Sega,1.54,1.14,0,2.9,73,8.6,Sonic Team
World Soccer Winning Eleven 7 International,2003,Sports,Konami Digital Entertainment,0.08,1.24,1.13,2.9,93,9,KCET
Sega Superstars Tennis,2008,Sports,Sega,1.75,0.86,0,2.89,67,6.8,Sumo Digital
Hot Shots Golf 3,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,2.89,85,8.9,Clap Hanz
Cooking Mama: Cook Off,2007,Simulation,505 Games,1.41,1.12,0.05,2.89,61,5.3,OfficeCreate
Call of Duty: Finest Hour,2004,Shooter,Activision,1.51,1.12,0.01,2.89,76,7.7,Spark Unlimited
WarioWare: Smooth Moves,2006,Puzzle,Nintendo,0.86,1.04,0.73,2.89,83,7.4,Intelligent Systems
Syphon Filter,1999,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,2.88,,,
Imagine: Babyz,2007,Simulation,Ubisoft,1.3,1.26,0,2.87,,7.7,Ubisoft
Colin McRae Rally,1998,Racing,Codemasters,0.09,2.43,0.12,2.87,,,
Madden NFL 13,2012,Sports,Electronic Arts,2.53,0.15,0,2.86,81,5.8,EA Tiburon
