sample_date,site,sampling_point,latitude,longitude,Ca-AA,Mg-AA,Na-AA,K-AA,NO3-N,Alkal,Cl,SO4,NH4-N,PO4-P,DOC,Cnd-L,TDP,TP,Si,Ca-IC,Mg-IC,Na-IC,K-IC,Cnd-F,O2%,O2,Discharge,TSS
#,,,degree,degree,milligramsPerLiter,milligramsPerLiter,milligramsPerLiter,milligramsPerLiter,milligramsPerLiter,microequivalentsPerLiter,milligramsPerLiter,milligramsPerLiter,microgramsPerLiter,microgramsPerLiter,milligramsPerLiter,microsiemensPerCentimeter,microgramsPerLiter,microgramsPerLiter,milligramsPerLiter,milligramsPerLiter,milligramsPerLiter,milligramsPerLiter,milligramsPerLiter,microequivalentsPerLiter,dimensionless,milligramsPerLiter,litersPerSecond,milligramsPerLiter
2003-05-22,"Well, pumped, domestic water supply","Pond Lab, Bush Well",,,78.47345,22.414967,3.725263,0.8404117,0.0044192118,4775.1963,4.4414196,48.204876,8.58743,2.7261512,,543,4.768872,,8.020694,,,,,544,53.3,5.62,,
2003-01-10,"Well, pumped, domestic water supply",Pond Lab Reservoir well,,,83.12063,23.848696,4.1517634,0.8617377,0,5172.3564,5.976331,57.32359,23.217037,4.2863417,,559,4.6186,,7.3731284,,,,,556,7.3,0.81,,
2003-01-10,"Well, pumped, domestic water supply","Pond Lab, Bush Well",,,80.02975,22.687101,3.9012263,0.78745,0.009353364,5067.3867,3.997999,46.032143,5.4787045,1.8752745,,530,3.1922674,,7.769533,,,,,521,67.6,7.37,,
2002-11-05,"Well, pumped, domestic water supply","Pond Lab, Bush Well",,,76.93809,22.477917,3.8702452,0.81094956,0.006648606,5090.013,4.30413,44.507114,3.3217993,2.6826072,,536,3.0612245,,7.669311,,,,,529,69.6,6.91,,
2002-09-04,"Well, pumped, domestic water supply",Pond Lab Reservoir well,,,83.41167,24.170685,4.0309134,0.93393946,0,5174.72,5.918123,49.17209,23.979149,4.136058,,557,11.296296,,7.2089562,,,,,550,6.7,0.73,,
2002-09-04,"Well, pumped, domestic water supply","Pond Lab, Bush Well",,,77.074455,22.843256,3.7260544,0.87900186,0,5099.852,4.033161,40.492455,14.612293,1.311433,,525,11.474659,,8.242693,,,,,518,67,6.05,,
2002-07-16,"Well, pumped, domestic water supply","Pond Lab, Bush Well",,,79.34613,23.911356,3.68624,0.8646378,0.004990377,4765.1436,4.1660542,53.465294,18.393114,,0.3772513,534,3.0434783,,8.383668,,,,,525,34.3,3.49,,0.85714287
2002-07-16,"Well, pumped, domestic water supply",Pond Lab Reservoir well,,,84.2768,24.753965,4.1024284,1.0106156,0.0015425498,4806.621,6.2385616,64.77981,28.404053,,2.5123506,562,2.484472,,8.249314,,,,,558,5.2,0.57,,0.5405405
2002-05-06,"Well, pumped, domestic water supply","Pond Lab, Bush Well",,,83.16909,21.660583,3.7998612,0.85108685,0.00428258,4798.116,4.3277564,43.420326,3.7222853,2.1093082,,535,5.7714286,,8.029745,,,,,488,48.6,5.24,,
2002-05-06,"Well, pumped, domestic water supply",Pond Lab Reservoir well,,,87.71769,23.129795,4.027203,0.88043463,0.0063869827,4903.4824,6.217343,55.447224,20.137562,5.106746,,567,6.457143,,7.374256,,,,,527,9.6,1.06,,
2002-03-19,"Well, pumped, domestic water supply","Pond Lab, Bush Well",,,89.19378,23.033487,3.9610994,0.85566854,0.0021210797,5173.1157,6.401643,57.989285,30.741816,1.61593,,554,6.295667,,7.2410026,,,,,555,3.8,0.43,,
2002-03-19,"Well, pumped, domestic water supply",Pond Lab Reservoir well,,,82.638824,21.80987,3.760174,0.8099028,0.010548227,5051.8,4.347312,46.257683,10.451383,1.61593,,521,5.964316,,7.775394,,,,,521,76.6,8.34,,
2002-01-08,"Well, pumped, domestic water supply","Pond Lab, Bush Well",,,70.72605,19.57153,4.1046176,0.981943,0.04597314,4853.811,4.2036934,44.395863,4.360061,0.75985664,,521,6.958369,,7.674094,,,,,512,59.1,6.56,,
2002-01-08,"Well, pumped, domestic water supply",Pond Lab Reservoir well,,,94.87403,21.836376,4.0185065,0.8671227,0.006082559,5234.4756,6.147465,57.029484,28.001884,2.8766,,552,6.627018,,7.196123,,,,,549,14.3,1.61,,
2001-11-07,"Well, pumped, domestic water supply","Pond Lab, Bush Well",,,81.23527,23.122677,3.7175543,0.8219646,0,5113.8535,6.5382686,59.723087,24.907202,3.3451958,2.7331135,549,4.6389127,,7.073967,,,,,554,4.6,0.55,,
2001-11-07,"Well, pumped, domestic water supply",Pond Lab Reservoir well,,,83.450645,21.903708,3.5858755,0.7983054,0.012919272,4948.129,4.390615,47.060184,7.8324537,3.5231316,,513,6.295667,,7.845189,,,,,521,85.4,8.77,,
2001-09-07,"Well, pumped, domestic water supply",Pond Lab Reservoir well,,,90.52133,23.737144,3.8494043,0.8456531,0.002262004,5203.4946,6.2152896,58.050774,11.628695,2.3131673,,572,3.8211968,,7.0118713,,,,,577,2.5,0.27,,
2001-09-07,"Well, pumped, domestic water supply","Pond Lab, Bush Well",,,77.47944,21.836376,3.5529823,0.7628715,0.0073341806,4260.1465,4.0719013,45.324944,4.9761834,2.1352313,,457,5.3844137,,8.024993,,,,,539,23,2.09,,
2001-06-11,"Well, pumped, domestic water supply","Pond Lab, Bush Well",,,74.91592,21.632208,3.7410436,0.8444639,0,4664.8613,5.1770263,52.612255,14.810045,2.6690392,,529,13.670412,,7.9001884,,,,,517,66.9,6.66,,
2001-01-22,"Well, pumped, domestic water supply","Pond Lab, Bush Well",,,71.537,20.445086,3.6092982,0.81358254,0,5022.548,4.006399,44.312904,17.676453,1.1862396,4.3761563,506,6.554307,,7.656548,,,,,520,3.4,0.44,,
2001-01-22,"Well, pumped, domestic water supply",Pond Lab Reservoir well,,,75.13183,21.615337,3.7512462,0.85426164,0,5274.7607,6.0971766,56.635998,19.713247,1.5421115,4.001609,541,5.9925094,,7.3311987,,,,,556,7.4,0.87,,
2000-12-07,"Well, pumped, domestic water supply","Pond Lab, Bush Well",,,72.855,20.763264,5.1586337,0.86782134,0,4941.9863,4.546156,34.625553,23.149578,1.0083036,4.8931623,499,8.2397,,7.266129,,,,,517,4.2,0.52,,
2000-12-07,"Well, pumped, domestic water supply",Pond Lab Reservoir well,,,81.24303,23.659967,3.9790034,0.9220602,0,4942.9136,6.4351964,57.840343,12.7490425,5.99051,5.345742,550,6.741573,,7.135989,,,,,564,12.8,1.45,,
2000-10-11,"Well, pumped, domestic water supply","Pond Lab, Bush Well",,,84.37933,18.570656,3.8375306,0.8545645,0,5153.824,6.4120092,57.89366,15.948303,3.3807828,2.2015455,552,6.367041,,7.901196,,,,,514,3.3,0.33,,
2000-10-11,"Well, pumped, domestic water supply",Pond Lab Reservoir well,,,79.29785,17.386303,3.696445,0.7772858,0.0030555567,4956.5034,4.355344,42.88493,13.778941,1.4234875,5.9538574,512,3.1835206,,8.011258,,,,,549,13.9,1.58,,
2000-08-15,"Well, pumped, domestic water supply","Pond Lab, Bush Well",,,80.90253,17.528425,3.7810965,0.76628524,0,4871.2217,4.0857286,45.444115,15.963914,2.6097271,3.588401,526,2.9338326,,8.316,,,,,505,6.6,0.6,,
2000-08-15,"Well, pumped, domestic water supply",Pond Lab Reservoir well,,,86.11773,18.523281,3.9786165,0.99935615,0.020041374,5083.2905,6.351881,57.562344,19.682165,4.5670223,,567,4.9937577,,7.627,,,,,535,26.6,2.87,,
2000-06-03,"Well, pumped, domestic water supply","Pond Lab, Bush Well",,,73.80824,22.162777,3.4802318,0.7345372,0,4899.703,3.513314,46.011814,23.313,17.497034,,532,17.166042,,8.232,,,,,430,0.5,0.05,,
2000-06-03,"Well, pumped, domestic water supply",Pond Lab Reservoir well,,,79.257416,23.67124,3.6811383,0.78661335,0,5141.6562,5.516747,57.698727,21.158,,,571,,,7.597,,,,,458,47.5,5.31,,
2000-03-14,"Well, pumped, domestic water supply","Pond Lab, Bush Well",,,71.508026,24.325,4.699448,0.80802226,0,4933.8706,4.577469,36.24966,29.191906,11.209965,2.0479913,510,10.486892,,7.751,,,,,601,0.6,0.06,,
2000-03-14,"Well, pumped, domestic water supply",Pond Lab Reservoir well,,,79.94616,25.624,4.2358255,0.85141015,0,5033.622,6.1408973,55.964058,22.992842,,1.080257,553,14.23221,,7.807,,,,,648,21.4,2.44,,
2000-01-04,"Well, pumped, domestic water supply","Pond Lab, Bush Well",,,76.89753,23.642,3.8986452,0.80802226,0,4956,3.9900005,42.67232,30.357996,,1.8988603,539,11.360799,,8.023698,,,,,537,2.4,0.31,,
2000-01-04,"Well, pumped, domestic water supply",Pond Lab Reservoir well,,,83.448296,25.145,3.9829402,0.87756187,0,5080.4,6.122979,55.87942,24.343676,16.607355,0.903107,574,18.102371,,7.818462,,,,,568,10.4,1.23,,
1999-10-28,"Well, pumped, domestic water supply","Pond Lab, Bush Well",,,74.90675,23.547142,4.074492,0.76796085,0.004217132,4915.324,4.1606817,44.413406,26.37458,26.275208,1.025773,535,24.34457,,8.296783,,,,,,,,,
1999-10-28,"Well, pumped, domestic water supply","Pond Lab, Bush Well",,,73.51721,23.384375,4.0519185,0.7568432,0,4930.101,4.087336,44.4591,25.158487,19.869514,0.54965913,535,24.157303,,8.268499,,,,,,,,,
1999-10-28,"Well, pumped, domestic water supply",Pond Lab Reservoir well,,,81.52888,24.795033,4.1647854,0.8236127,0,5105.7188,5.961656,55.98079,24.28985,10.794781,1.0456383,568,23.970037,,7.137113,,,,,,,,,
1996-06-05,"Well, pumped, domestic water supply","Pond Lab, Bush Well",,,76.28285,21.239655,3.8195484,0.6699969,0.114,,3.772,34.854,21,,,519,10.14,,7.7698817,,,,,,,,,
1996-06-04,"Well, pumped, domestic water supply","Pond Lab, Bush Well",,,76.7438,21.45439,3.8839405,0.69731766,0,,3.81,38.88,27,44.06,,519,,,7.5584054,,,,,,,,,
